participant_number,quadruplet,n_correct,n_mistaken,n_abdicated,n_total,error_rate,median_choice_rt,median_prediction_rt
12,MSMM,4.0,0.0,0.0,4.0,0.0,6.902077675,7.902077675000001
12,SSSM,2.0,1.0,1.0,4.0,0.3333333333333333,9.387600899,14.02109814
13,SSSS,1.0,3.0,0.0,4.0,0.75,2.8211688995,3.823827744
13,MSMS,1.0,3.0,0.0,4.0,0.75,2.7855945825,6.476723194
13,MSMM,3.0,1.0,0.0,4.0,0.25,3.5745058060000003,4.687863111
13,SSSM,1.0,3.0,0.0,4.0,0.75,2.3984751705000003,3.762880087
13,SMSM,2.0,2.0,0.0,4.0,0.5,2.6719318625,8.302075743
13,MMMM,2.0,2.0,0.0,4.0,0.5,2.6945323945,6.0309633015
13,MMMS,1.0,3.0,0.0,4.0,0.75,1.661422372,5.796145439
13,SMSS,1.0,3.0,0.0,4.0,0.75,2.5573596954999998,3.47562623
14,SMSS,1.0,2.0,1.0,4.0,0.6666666666666666,7.969614744,9.306672454000001
14,SSSM,1.0,3.0,0.0,4.0,0.75,7.1043479445,8.190585852
14,MMMM,2.0,2.0,0.0,4.0,0.5,5.186832547,6.205002427
14,MSMS,0.0,4.0,0.0,4.0,1.0,3.4865517615,
14,MMMS,0.0,4.0,0.0,4.0,1.0,10.4110600945,
14,SMSM,2.0,2.0,0.0,4.0,0.5,6.920247078,10.195142627
14,MSMM,2.0,2.0,0.0,4.0,0.5,4.4094650745,7.3852432965000006
14,SSSS,1.0,3.0,0.0,4.0,0.75,6.0315800905,9.839278936
15,SSSM,0.0,2.0,2.0,4.0,1.0,2.2401686905,7.676861286
15,MMMS,1.0,2.0,1.0,4.0,0.6666666666666666,2.171690941,9.157499075499999
15,SMSS,3.0,1.0,0.0,4.0,0.25,4.3375658989999994,9.210815907
15,MSMM,3.0,1.0,0.0,4.0,0.25,3.4508799315,4.880097866
15,SMSM,3.0,1.0,0.0,4.0,0.25,2.8223524095,3.956879616
15,SSSS,3.0,1.0,0.0,4.0,0.25,3.2993855475,6.475857973
15,MSMS,0.0,4.0,0.0,4.0,1.0,2.208129883,
15,MMMM,2.0,2.0,0.0,4.0,0.5,2.8201874495,5.417766332999999
17,SSSS,1.0,3.0,0.0,4.0,0.75,2.60833776,3.915718079
17,MMMS,2.0,2.0,0.0,4.0,0.5,3.094598532,5.3931905035
17,MSMS,2.0,2.0,0.0,4.0,0.5,3.013394475,7.4490091815
17,MMMM,4.0,0.0,0.0,4.0,0.0,2.614158392,3.614158392
17,SMSS,2.0,2.0,0.0,4.0,0.5,2.5550029275,7.402604935499999
17,SSSM,1.0,3.0,0.0,4.0,0.75,3.100866795,3.708494663
17,MSMM,4.0,0.0,0.0,4.0,0.0,2.869739294,4.369739294
17,SMSM,0.0,4.0,0.0,4.0,1.0,2.8047460314999997,4.025643468
18,MSMS,2.0,2.0,0.0,4.0,0.5,7.4035060405,8.1290831565
18,SSSM,0.0,3.0,1.0,4.0,1.0,6.81337285,8.937969088500001
18,MSMM,4.0,0.0,0.0,4.0,0.0,6.041914344,8.4365615845
18,SMSM,2.0,2.0,0.0,4.0,0.5,8.3047885895,9.6138315225
18,SMSS,4.0,0.0,0.0,4.0,0.0,8.45707047,
18,SSSS,2.0,2.0,0.0,4.0,0.5,6.925987959,6.6971281765
18,MMMS,3.0,1.0,0.0,4.0,0.25,7.1912430525,9.865476608
18,MMMM,4.0,0.0,0.0,4.0,0.0,7.269466281000001,9.321128251000001
19,MSMM,3.0,1.0,0.0,4.0,0.25,7.902077673000001,10.91129065
19,MSMS,1.0,3.0,0.0,4.0,0.75,6.525439024,11.55613208
19,SSSM,2.0,2.0,0.0,4.0,0.5,9.4059273005,8.8273119935
19,MMMM,3.0,1.0,0.0,4.0,0.25,7.603119612,9.136539221
19,SMSS,2.0,2.0,0.0,4.0,0.5,6.45303607,8.9764040725
19,SSSS,2.0,2.0,0.0,4.0,0.5,7.075334668,14.25426006
19,MMMS,2.0,2.0,0.0,4.0,0.5,8.9810876845,11.481087685
19,SMSM,2.0,2.0,0.0,4.0,0.5,7.367290616,9.2070294595
20,SSSM,3.0,1.0,0.0,4.0,0.25,2.3957407475,5.301605701
20,SSSS,3.0,1.0,0.0,4.0,0.25,1.332698226,2.340468407
20,MMMM,0.0,4.0,0.0,4.0,1.0,1.484332323,
20,MSMS,0.0,2.0,2.0,4.0,1.0,2.2650847435,6.850336313
20,SMSM,3.0,1.0,0.0,4.0,0.25,1.943153024,3.332911253
20,MSMM,3.0,1.0,0.0,4.0,0.25,2.6634204390000003,3.925405264
20,MMMS,1.0,2.0,1.0,4.0,0.6666666666666666,1.22820282,3.22820282
20,SMSS,3.0,1.0,0.0,4.0,0.25,2.098827958,3.176560402
21,MSMM,4.0,0.0,0.0,4.0,0.0,4.1672297715,9.1672297715
21,MSMS,4.0,0.0,0.0,4.0,0.0,3.2293635605000004,6.2293635604999995
21,MMMS,4.0,0.0,0.0,4.0,0.0,4.5132153035,6.686977506
21,MMMM,4.0,0.0,0.0,4.0,0.0,3.5503034595000003,6.886759043
21,SMSS,0.0,4.0,0.0,4.0,1.0,2.596251607,5.6259760855
21,SSSM,0.0,4.0,0.0,4.0,1.0,2.986332655,4.486332655
21,SMSM,0.0,4.0,0.0,4.0,1.0,2.8328231575,6.3348097805000005
21,SSSS,0.0,4.0,0.0,4.0,1.0,5.118606329,8.1231768135
22,SMSM,0.0,4.0,0.0,4.0,1.0,8.305363895,11.304746035
22,MMMM,3.0,1.0,0.0,4.0,0.25,5.8618189095,8.389944792
22,SSSM,3.0,1.0,0.0,4.0,0.25,5.3687250615,6.804836273
22,SSSS,0.0,4.0,0.0,4.0,1.0,7.1083377599999995,10.200908303999999
22,SMSS,4.0,0.0,0.0,4.0,0.0,5.749034524,
22,MSMM,3.0,1.0,0.0,4.0,0.25,5.8329274655,5.676713943
22,MSMS,2.0,2.0,0.0,4.0,0.5,5.513394475,4.982887626
22,MMMS,2.0,2.0,0.0,4.0,0.5,2.594598532,4.8425437215
23,SMSS,3.0,1.0,0.0,4.0,0.25,6.3218598365,7.674104929
23,SMSM,1.0,3.0,0.0,4.0,0.75,6.976614237,12.805454015
23,MSMS,2.0,2.0,0.0,4.0,0.5,4.3961479665,6.8331556319999995
23,SSSM,2.0,2.0,0.0,4.0,0.5,6.207498789,11.349788310000001
23,MMMS,1.0,2.0,1.0,4.0,0.6666666666666666,5.552605391,12.78913665
23,SSSS,3.0,0.0,1.0,4.0,0.0,4.223881245,21.4454124
23,MMMM,3.0,1.0,0.0,4.0,0.25,5.958987951,8.975573778
23,MSMM,3.0,0.0,1.0,4.0,0.0,6.512788773,10.3852432955
24,MMMS,3.0,1.0,0.0,4.0,0.25,8.949599862500001,9.916162968
24,MSMM,4.0,0.0,0.0,4.0,0.0,10.5501822225,12.05724072
24,SSSS,4.0,0.0,0.0,4.0,0.0,8.375418782,
24,SSSM,2.0,2.0,0.0,4.0,0.5,6.9121271375,7.7904440165
24,MMMM,3.0,1.0,0.0,4.0,0.25,7.177498698,9.044453382
24,MSMS,2.0,2.0,0.0,4.0,0.5,3.905723214,4.7772688865
24,SMSS,4.0,0.0,0.0,4.0,0.0,10.929339765,
24,SMSM,2.0,2.0,0.0,4.0,0.5,8.216717005,8.90784359
25,SMSS,0.0,2.0,2.0,4.0,1.0,5.1785473825,12.0850739495
25,MSMM,3.0,1.0,0.0,4.0,0.25,4.6995770935,13.36635566
25,MMMM,1.0,3.0,0.0,4.0,0.75,3.5591522455,3.966759443
25,SSSS,0.0,4.0,0.0,4.0,1.0,4.553928852,7.053928852
25,MSMS,0.0,3.0,1.0,4.0,1.0,2.418008804,23.01319146
25,SSSM,2.0,2.0,0.0,4.0,0.5,1.1638978720000002,1.46113193
25,MMMS,1.0,2.0,1.0,4.0,0.6666666666666666,1.465634823,8.948683381
25,SMSM,2.0,1.0,1.0,4.0,0.3333333333333333,3.716569185,10.46563506
26,SSSM,2.0,2.0,0.0,4.0,0.5,1.8821656705,2.9337493180000003
26,SSSS,1.0,3.0,0.0,4.0,0.75,1.9034595490000001,3.482378244
26,MMMS,4.0,0.0,0.0,4.0,0.0,2.2200009825,4.7200009825
26,SMSM,0.0,4.0,0.0,4.0,1.0,1.92717433,2.61419487
26,MSMS,2.0,2.0,0.0,4.0,0.5,1.595169663,3.7065709824999997
26,MSMM,4.0,0.0,0.0,4.0,0.0,2.7385915515,4.2385915515
26,MMMM,3.0,1.0,0.0,4.0,0.25,1.76091373,2.948445082
26,SMSS,1.0,3.0,0.0,4.0,0.75,2.2055619955,3.729910612
27,SSSM,1.0,2.0,1.0,4.0,0.6666666666666666,9.453731775,8.8861857675
27,SMSM,2.0,2.0,0.0,4.0,0.5,8.652019858,12.091102124999999
27,MMMM,2.0,2.0,0.0,4.0,0.5,7.1443811655000005,10.62902248
27,MMMS,3.0,1.0,0.0,4.0,0.25,5.9323512315,6.465634823
27,SMSS,2.0,2.0,0.0,4.0,0.5,8.8736780885,13.678547385
27,SSSS,4.0,0.0,0.0,4.0,0.0,7.753943801,
27,MSMS,3.0,1.0,0.0,4.0,0.25,5.257724285,8.097439766
27,MSMM,3.0,1.0,0.0,4.0,0.25,7.8081269265,13.58345532
28,SSSS,1.0,2.0,1.0,4.0,0.6666666666666666,7.06332469,11.05392885
28,SMSM,2.0,2.0,0.0,4.0,0.5,8.091102123,7.6040018795
28,MSMS,1.0,3.0,0.0,4.0,0.75,6.5553156139999995,16.4180088
28,MMMM,4.0,0.0,0.0,4.0,0.0,8.736773968,11.23677397
28,SMSS,2.0,2.0,0.0,4.0,0.5,9.8736780885,10.3689105535
28,MSMM,3.0,0.0,1.0,4.0,0.0,7.032798529,13.36635566
28,MMMS,1.0,3.0,0.0,4.0,0.75,7.9323512315,11.46563482
28,SSSM,2.0,2.0,0.0,4.0,0.5,8.171298026999999,13.378785615
29,MMMS,2.0,2.0,0.0,4.0,0.5,6.0863651035,8.9275001305
29,SMSM,2.0,2.0,0.0,4.0,0.5,6.0795178409999995,10.223737361
29,SSSS,3.0,1.0,0.0,4.0,0.25,7.206937074500001,11.66918159
29,SSSM,1.0,3.0,0.0,4.0,0.75,6.3364993335,7.079101086
29,SMSS,1.0,3.0,0.0,4.0,0.75,4.415788889,7.396697283
29,MSMS,2.0,2.0,0.0,4.0,0.5,7.840536833,10.5054469095
29,MMMM,4.0,0.0,0.0,4.0,0.0,6.1294615265,10.635822176000001
29,MSMM,4.0,0.0,0.0,4.0,0.0,7.493329882499999,14.160818455000001
30,MSMS,2.0,2.0,0.0,4.0,0.5,4.135989904500001,8.172700047500001
30,SMSS,2.0,2.0,0.0,4.0,0.5,2.64430058,5.0931801795
30,MMMS,0.0,4.0,0.0,4.0,1.0,2.433628917,
30,SMSM,2.0,2.0,0.0,4.0,0.5,3.080375791,6.277670741
30,SSSM,3.0,1.0,0.0,4.0,0.25,2.5263476375,3.588003874
30,MMMM,1.0,3.0,0.0,4.0,0.75,2.364087224,5.936148882
30,MSMM,1.0,3.0,0.0,4.0,0.75,4.014119029,5.760946512
30,SSSS,1.0,3.0,0.0,4.0,0.75,5.0339185,9.87887454
31,MMMS,2.0,2.0,0.0,4.0,0.5,5.1119896175,5.4733942745
31,MMMM,3.0,1.0,0.0,4.0,0.25,4.398950577,5.655959606
31,SMSS,0.0,4.0,0.0,4.0,1.0,4.3502049445,6.4986172915000004
31,MSMM,3.0,1.0,0.0,4.0,0.25,5.4982422589999995,7.551142454
31,SMSM,1.0,3.0,0.0,4.0,0.75,4.4079807995,6.237278461
31,SSSS,1.0,3.0,0.0,4.0,0.75,4.4730739595,5.413716555
31,MSMS,2.0,2.0,0.0,4.0,0.5,4.039420128,10.3500448455
31,SSSM,1.0,3.0,0.0,4.0,0.75,4.545027494499999,5.568755388
32,SMSS,2.0,1.0,1.0,4.0,0.3333333333333333,2.644347429,5.739354372
32,SSSS,1.0,3.0,0.0,4.0,0.75,1.9078279735,3.027820826
32,SMSM,1.0,2.0,1.0,4.0,0.6666666666666666,2.738722563,3.8495352269999996
32,MMMM,4.0,0.0,0.0,4.0,0.0,1.625346899,3.4205516575
32,MSMS,3.0,1.0,0.0,4.0,0.25,2.0407748225,2.904081345
32,MSMM,3.0,0.0,1.0,4.0,0.0,4.453797817,5.453797817
32,SSSM,1.0,1.0,2.0,4.0,0.5,3.685394287,9.299426079
32,MMMS,0.0,2.0,2.0,4.0,1.0,3.2449309825,5.458210468
33,SSSS,0.0,4.0,0.0,4.0,1.0,5.1813693044999996,3.486098528
33,SMSS,2.0,2.0,0.0,4.0,0.5,3.4026049375,3.9959266185
33,SSSM,2.0,2.0,0.0,4.0,0.5,2.9888072015000002,6.0369780065
33,MMMM,1.0,3.0,0.0,4.0,0.75,3.6141583919999998,8.333693027
33,SMSM,1.0,3.0,0.0,4.0,0.75,1.8053638935,2.52626133
33,MSMS,1.0,3.0,0.0,4.0,0.75,2.5133944749999997,6.147649527
33,MSMM,1.0,3.0,0.0,4.0,0.75,5.3329274655,8.981551886
33,MMMS,3.0,1.0,0.0,4.0,0.25,2.094598532,3.521249533
34,SSSS,0.0,2.0,2.0,4.0,1.0,3.3429547545,3.978528976
34,MSMS,3.0,1.0,0.0,4.0,0.25,3.500587702,3.507346869
34,MMMM,4.0,0.0,0.0,4.0,0.0,2.320428252,2.9278204445
34,MSMM,2.0,1.0,1.0,4.0,0.3333333333333333,1.513792992,3.8407170775
34,MMMS,1.0,0.0,3.0,4.0,0.0,0.690522671,1.690522671
34,SMSS,0.0,1.0,3.0,4.0,1.0,0.702110767,7.3072732685
34,SSSM,1.0,0.0,3.0,4.0,0.0,1.254331827,
34,SMSM,1.0,1.0,2.0,4.0,0.5,2.187958002,6.000606537
35,SSSS,0.0,4.0,0.0,4.0,1.0,3.89617908,6.3036085365
35,MMMM,3.0,1.0,0.0,4.0,0.25,5.5984095335,9.806874275
35,SMSM,1.0,3.0,0.0,4.0,0.75,5.3053638935,6.52626133
35,MMMS,2.0,2.0,0.0,4.0,0.5,5.594598532,8.172010779499999
35,SSSM,0.0,4.0,0.0,4.0,1.0,3.4888072015000002,5.5369780065
35,SMSS,2.0,2.0,0.0,4.0,0.5,6.0550029275,8.189958213
35,MSMM,4.0,0.0,0.0,4.0,0.0,4.365944743,7.829132914500001
35,MSMS,3.0,1.0,0.0,4.0,0.25,4.94900918,7.018878937
36,SMSS,1.0,3.0,0.0,4.0,0.75,7.589841485,7.962383986
36,MSMM,4.0,0.0,0.0,4.0,0.0,4.6936786175,5.969007015
36,SSSM,2.0,2.0,0.0,4.0,0.5,3.8861857650000005,6.588951707
36,SSSS,1.0,3.0,0.0,4.0,0.75,4.4258745909999995,6.06332469
36,SMSM,2.0,2.0,0.0,4.0,0.5,4.652019858,8.591102123
36,MMMS,1.0,3.0,0.0,4.0,0.75,5.448683381,6.381906986
36,MMMM,3.0,1.0,0.0,4.0,0.25,3.736773968,8.966759443
36,MSMS,2.0,2.0,0.0,4.0,0.5,4.438941479,6.715600133000001
37,MSMS,3.0,1.0,0.0,4.0,0.25,6.604976176999999,8.236675739
37,SSSM,3.0,1.0,0.0,4.0,0.25,8.6436713935,8.81337285
37,MSMM,4.0,0.0,0.0,4.0,0.0,7.375346303,8.375346303
37,SSSS,2.0,2.0,0.0,4.0,0.5,5.4089812045,7.697128176
37,SMSS,2.0,1.0,1.0,4.0,0.3333333333333333,12.15092611,13.15092611
37,SMSM,2.0,1.0,1.0,4.0,0.3333333333333333,7.336618185,14.753422978
37,MMMS,3.0,1.0,0.0,4.0,0.25,5.018995285,5.687685728
37,MMMM,4.0,0.0,0.0,4.0,0.0,5.8649414775,6.8649414775
38,MSMM,2.0,0.0,2.0,4.0,0.0,3.3612383599999998,4.86123836
38,MSMS,4.0,0.0,0.0,4.0,0.0,9.0077359675,10.507735965999998
38,SMSS,2.0,1.0,1.0,4.0,0.3333333333333333,3.674104929,17.1589175445
38,MMMS,3.0,1.0,0.0,4.0,0.25,4.8445414305,9.13647747
38,SSSM,1.0,2.0,1.0,4.0,0.6666666666666666,5.224411726,14.19058585
38,MMMM,4.0,0.0,0.0,4.0,0.0,3.932847023,5.932847023000001
38,SSSS,2.0,2.0,0.0,4.0,0.5,5.0798540115,6.5315800905
38,SMSM,0.0,4.0,0.0,4.0,1.0,2.805454016,4.0803495645000005
39,MSMM,4.0,0.0,0.0,4.0,0.0,2.8329274655,4.869739294
39,SSSS,2.0,2.0,0.0,4.0,0.5,3.7009083035000003,5.7009083035
39,MMMS,1.0,3.0,0.0,4.0,0.75,2.8425437215000002,3.265131474
39,MMMM,4.0,0.0,0.0,4.0,0.0,3.8618189095,5.0984095335
39,SMSS,2.0,2.0,0.0,4.0,0.5,3.189958215,4.749034524
39,MSMS,1.0,3.0,0.0,4.0,0.75,3.918502331,5.018878937
39,SMSM,1.0,3.0,0.0,4.0,0.75,2.34488976,4.164753914
39,SSSM,0.0,4.0,0.0,4.0,1.0,3.756665468,4.8205542564999995
40,MSMM,4.0,0.0,0.0,4.0,0.0,6.223129392000001,6.223129392000001
40,SSSM,0.0,3.0,1.0,4.0,1.0,5.018110037,6.018110037
40,MSMS,4.0,0.0,0.0,4.0,0.0,6.3119714259999995,6.923559427
40,SMSS,0.0,2.0,2.0,4.0,1.0,3.6589175464999997,4.674104929
40,SMSM,2.0,2.0,0.0,4.0,0.5,4.5803495645000005,5.861821175
40,MMMS,1.0,0.0,3.0,4.0,0.0,2.552605391,9.8445414305
40,SSSS,0.0,1.0,3.0,4.0,1.0,3.935826778,20.22388124
40,MMMM,3.0,0.0,1.0,4.0,0.0,4.46760273,5.46760273
41,SSSM,2.0,2.0,0.0,4.0,0.5,2.442234993,3.1269999745
41,MSMS,2.0,2.0,0.0,4.0,0.5,3.3880115745,5.204018712
41,SMSS,3.0,1.0,0.0,4.0,0.25,1.4113111495,3.098785639
41,MSMM,1.0,2.0,1.0,4.0,0.6666666666666666,2.003901243,2.097552061
41,SMSM,2.0,2.0,0.0,4.0,0.5,2.501187801,3.7334613799999996
41,MMMS,3.0,1.0,0.0,4.0,0.25,1.4071780445000002,2.755031586
41,SSSS,2.0,1.0,1.0,4.0,0.3333333333333333,2.328038692,3.778290987
41,MMMM,1.0,2.0,1.0,4.0,0.6666666666666666,1.780183077,2.780183077
42,MSMS,2.0,2.0,0.0,4.0,0.5,2.5250173804999996,3.986514926
42,SSSS,1.0,3.0,0.0,4.0,0.75,2.6904788020000003,4.791370392
42,MMMM,3.0,1.0,0.0,4.0,0.25,1.962537885,3.915736437
42,SMSM,2.0,2.0,0.0,4.0,0.5,1.4818018675,3.7356749775
42,SSSM,2.0,1.0,1.0,4.0,0.3333333333333333,3.03674674,8.668781516500001
42,MSMM,3.0,1.0,0.0,4.0,0.25,2.5644129515,4.686597109
42,MMMS,1.0,3.0,0.0,4.0,0.75,3.194018722,6.86488986
42,SMSS,1.0,2.0,1.0,4.0,0.6666666666666666,4.353775978,6.659890652
43,MMMM,4.0,0.0,0.0,4.0,0.0,1.496920347,2.496920347
43,SMSM,1.0,2.0,1.0,4.0,0.6666666666666666,2.628160477,4.578683138
43,MSMS,1.0,3.0,0.0,4.0,0.75,1.8500448465,4.392600775
43,MSMM,3.0,1.0,0.0,4.0,0.25,2.551265478,2.768007517
43,SMSS,3.0,1.0,0.0,4.0,0.25,1.8502049445000002,2.448547125
43,SSSM,2.0,2.0,0.0,4.0,0.5,1.5219377280000002,2.410913587
43,MMMS,1.0,3.0,0.0,4.0,0.75,1.7625827790000002,4.822801113
43,SSSS,1.0,3.0,0.0,4.0,0.75,1.915785909,1.969111443
44,SSSS,2.0,2.0,0.0,4.0,0.5,5.9258745909999995,6.1164937020000005
44,MSMS,3.0,1.0,0.0,4.0,0.25,3.599225998,3.780443192
44,SSSM,0.0,4.0,0.0,4.0,1.0,4.46113193,6.46113193
44,MMMM,4.0,0.0,0.0,4.0,0.0,4.4514007565,7.4514007565
44,SMSS,2.0,2.0,0.0,4.0,0.5,6.085073948,5.6785473825
44,MMMS,4.0,0.0,0.0,4.0,0.0,3.4486833810000004,3.9486833810000004
44,SMSM,1.0,3.0,0.0,4.0,0.75,4.6040018795,5.465635061
44,MSMM,3.0,1.0,0.0,4.0,0.25,3.1936786175,4.354558706
45,MMMS,2.0,1.0,1.0,4.0,0.3333333333333333,5.687685728,9.172513962
45,SMSM,4.0,0.0,0.0,4.0,0.0,8.8047885895,
45,MSMM,4.0,0.0,0.0,4.0,0.0,7.3994725945,8.936561583
45,MMMM,3.0,1.0,0.0,4.0,0.25,7.3349084855,6.799499273
45,MSMS,4.0,0.0,0.0,4.0,0.0,7.2607827185,8.4035060405
45,SSSS,3.0,1.0,0.0,4.0,0.25,9.425987959,23.16642475
